NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-9.5465,-9.3116,-9.0478,-8.9358,-8.8362,-8.9688,-9.4461,-9.7406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.0005,-8.6798,-8.4879,-8.3865,NaN,NaN,-8.87,-9.856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.8131
-6.4942,-6.0715,-5.5858,-5.352,-5.1694,-5.0707,-5.2497,-5.7882,-7.005,-8.336,-9.7377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.1337,-8.513,-8.0324,-7.8717,-7.4897,-7.2696,-7.308,-7.3189,-7.3155,-6.937,NaN,NaN,-7.8988,-8.1903,-8.9484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.9019,-9.2356,-8.6705,-8.0448,-7.0936
-1.0559,-0.49697,1.4069,1.295,0.40286,1.9312,NaN,5.8658,0.8478,-4.3207,-6.738,-9.4696,NaN,NaN,NaN,NaN,NaN,NaN,-9.4633,-8.2486,-4.2731,-5.1651,-4.8341,-4.3241,-3.8646,-3.8294,-5.122,-5.5495,-5.7996,-5.4486,-4.9792,NaN,-1.9004,NaN,-4.3143,-8.4854,-9.3881,NaN,NaN,NaN,NaN,-9.8409,-8.9887,-8.0085,-6.526,-5.4311,-4.3417,-2.6848
8.8812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0252,-1.0114,-5.8817,-7.503,-8.4143,-8.8208,-8.8243,-8.9762,-9.0345,-8.0254,-6.0245,NaN,-0.016425,-1.4002,-0.43187,2.6338,3.7543,-1.9137,-2.7968,-3.3909,-3.4048,-2.5467,NaN,NaN,NaN,1.1865,-5.1147,-6.0539,-7.4712,-8.5349,-8.9172,-9.1538,-8.6466,-7.1105,-5.1244,-2.3999,-0.90683,0.23982,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2645,-1.2121,-3.2827,-4.6926,-6.3951,-6.8231,-6.9952,-7.2719,-6.1456,-3.6089,NaN,2.3383,1.8007,3.5005,NaN,5.8366,1.4083,0.46101,-0.14411,-0.56824,0.30377,2.6436,NaN,NaN,NaN,1.0414,-2.2579,-4.7266,-6.7926,-7.5659,-7.8904,-6.7445,-4.2047,-1.2123,7.8618,8.1072,6.7615,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.758,2.4471,0.8493,0.12356,-2.8223,-3.9997,-4.1443,-4.5088,-3.6036,1.2603,NaN,4.6123,7.1743,10.409,9.5431,7.1596,4.4374,3.7601,3.7863,3.4818,3.8273,4.8675,NaN,5.7433,4.688,2.9865,0.30686,-2.6819,-4.8876,-5.3412,-5.3849,-3.2167,-0.1375,7.4928,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0517,3.5689,4.5785,1.2492,-0.70117,-0.81132,-1.3525,-0.95382,3.0221,NaN,10.409,NaN,12.29,11.028,10.269,7.22,6.7151,7.1813,7.8806,7.6567,7.4124,NaN,7.7761,6.9219,4.7662,1.366,-1.194,-2.2611,-1.9141,-1.4816,0.86159,5.0572,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9087,6.0012,8.2998,5.449,2.9883,2.9717,2.1473,2.0293,4.2797,NaN,NaN,NaN,13.726,NaN,12.241,10.703,10.018,11.011,12.623,NaN,12.45,NaN,9.9687,8.9467,5.1308,1.8364,0.4407,1.0235,1.8502,2.4329,4.9284,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.545,8.908,11.465,9.5749,7.1735,6.8218,6.1572,6.4581,8.5333,NaN,NaN,NaN,16.842,15.128,15.286,17.803,NaN,13.676,NaN,13.974,NaN,NaN,12.884,11.271,6.5629,3.2598,2.5135,4.2488,5.1825,5.7553,9.6296,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.481,12.242,14.311,13.892,11.708,10.336,10.876,14.454,18.374,NaN,NaN,NaN,NaN,18.288,19.529,20.463,18.454,15.338,14.711,15.138,NaN,NaN,14.516,13.224,9.4243,6.5607,5.3184,6.2267,7.6466,8.7762,15.285,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.563,17.867,20.399,21.215,14.098,19.536,NaN,NaN,NaN,NaN,NaN,NaN,19.622,21.906,NaN,20.363,18.358,18.731,20.226,NaN,NaN,16.289,15.311,12.817,11.164,9.2891,8.4707,10.484,12.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.644,21.705,NaN,NaN,24.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.268,NaN,NaN,23.045,23.286,20.573,16.385,16.105,14.121,12.617,14.62,20.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.953,20.376,19.535,18.604,18.576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.977,27.193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.65,20.117,19.652,23.952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.735,30.275,29.875,28.967,27.401,27.444,27.744,NaN,NaN,NaN,29.791,NaN,NaN,24.391,22.018,25.921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.245,29.598,29.308,29.574,29.832,30.729,31.135,29.612,NaN,NaN,NaN,30.13,30.637,NaN,NaN,28.455,28.638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.462,28.168,28.421,28.884,29.215,29.584,30.215,29.087,29.273,NaN,NaN,29.126,28.065,28.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.693,27.029,28.536,30.045,27.712,27.657,28.005,27.585,NaN,NaN,NaN,26.499,26.161,29.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.284,28.494,NaN,NaN,NaN,28.076,28.659,30.083,27.053,26.661,27.155,27.741,NaN,NaN,NaN,27.272,27.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.999,27.29,27.47,NaN,NaN,NaN,NaN,NaN,NaN,28.42,27.371,27.516,28.445,NaN,NaN,NaN,28.077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.85,30.273,28.781,27.999,28.137,29.475,NaN,NaN,NaN,29.885,30.249,27.951,27.853,28.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.223,30.861,30.014,27.726,27.316,28.284,NaN,NaN,NaN,NaN,30.764,28.682,27.335,28.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.32,30.151,29.216,26.663,25.439,26.393,NaN,NaN,NaN,NaN,27.843,26.94,24.744,26.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.567,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.462,26.96,25.024,23.157,NaN,NaN,NaN,NaN,NaN,25.034,23.692,20.867,23.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.741,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.507,23.614,23.161,21.726,NaN,NaN,NaN,NaN,NaN,22.78,20.595,18.236,21.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.574,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.589,20.438,20.487,NaN,NaN,NaN,NaN,NaN,NaN,20.797,19.264,17.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.357,21.115,18.532,19.392,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.92,18.338,17.469,NaN,NaN,NaN,NaN,NaN,NaN,18.843,17.18,16.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.566,15.124,14.205,14.474,20.303,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.353,16.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.154,14.957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.998,14.458,12.596,12.065,11.999,13.699,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.529,15.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.972,12.154,11.261,10.986,10.585,11.136,13.57,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.459,12.924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.72,11.353,10.951,10.619,9.7451,9.8043,11.326,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.172,11.974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.107,12.376,NaN,NaN,9.72,9.2661,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
