279.7,271.88,263.72,258.41,251.97,244.55,236.7,227.18,216.19,210.15,214.23,NaN,NaN,142.78,156.79,162.1,107.26,97.331,115.07,108.41,138.07,159,170.17,179.6,185.5,190.83,197.63,203.83,209.89,219.19,230.83,241.7,252.62,261.64,271.04,283.42,293.57,301.74,307.36,310.69,316.48,319.89,320.17,314.97,307.27,303.34,298.1,287.56
193.81,185.41,186.01,183.03,178.32,177.77,171.05,164.63,157.2,155.25,66.423,94.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.293,112.3,139.89,150.79,149.62,152.23,153.63,150.84,161.52,186.53,216.75,241.74,268.09,285.7,300.06,311.26,316.53,309.24,298.84,286.36,271.33,256.93,249.9,236.71,221.24,207.47
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.67,173.12,70.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.032,124.92,148.33,154.85,157.53,166.4,157.62,141.46,145.93,164.71,192.25,223.33,256.65,285.81,292.67,266.36,258.27,247.25,232.31,219.53,208.36,154.92,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.96,169.99,191.13,177.65,152.24,146.38,160.56,211.59,266.31,295.14,281.09,250.94,217.99,210.25,126.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,204.14,234.19,175.68,122.18,145.34,253.01,339.04,340.23,287.59,170.04,57.993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.253,120.68,264.48,409.83,226.7,102.82,118.26,269.88,422.14,467.72,334.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.341,143.77,398.96,514.27,275.16,112.5,133.16,161.89,82.14,99.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.331,NaN,NaN,96.767,245.79,150.24,188.45,426.24,440.4,237.16,175.35,274.66,158.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.52,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.311,119.56,63.757,151.08,219.01,63.96,415.66,348.15,296.55,302.73,342.69,297.29,266.54,334.17,501.8,382.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230.14,566.98,82.494,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.479,90.546,134.94,329.72,434.07,122.2,332.17,360.15,386.87,396.99,311.87,244.65,281.29,348.55,437.75,508.67,309.01,NaN,NaN,NaN,NaN,NaN,NaN,403.99,591.62,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.04,81.734,85.859,74.457,125.57,282.06,82.875,220.27,373.58,253.58,281.49,391.35,353.09,139.56,185.68,290.92,NaN,NaN,576.87,223.73,72.059,NaN,NaN,128.33,301.78,392.91,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,246.34,173.59,NaN,NaN,NaN,91.184,85.99,115.17,NaN,NaN,NaN,421.69,298.67,368.54,209.53,287.03,NaN,NaN,NaN,502.37,719.26,554.12,219.25,180.35,250.03,111.34,149.68,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,619.65,208.23,NaN,NaN,NaN,NaN,NaN,197.71,NaN,NaN,NaN,251.3,246.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1549.7,892.01,283.93,172.77,96.462,167.07,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,812.58,NaN,473.16,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,235.53,268.05,277.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1698.7,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,264.79,385.48,552.12,366.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300.9,1884.7,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1305,1632,584.44,298.01,315.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,686.76,351.28,NaN,NaN,436.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1060.3,289.1,2204.1,2276.8,274.67,281.61,270.91,253.72,272.62,579.6,344.03,390.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3122.4,2868.9,800.13,2530.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2659,2171.8,369.03,1896.4,330.55,488.34,506.54,977.65,1181.5,1673.5,1117.3,779.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3251.9,744.84,1415.6,3120.4,3058.8,2637.6,3160.2,3142.6,3124.6,3070.8,2922.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,298.44,2556.7,3253.9,3246.3,1973.1,3098.8,3194.4,3193.9,3166.5,3120.6,1651.9,858.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1239.5,2882.1,3095.7,2713.8,1364.6,1447.9,2745.9,2511.2,2205.1,1473.9,1570.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,304.55,505.33,2225.8,1319.7,440.69,626,892.56,823.08,1203.1,474.96,NaN,NaN,304.86,1437.8,NaN,NaN,NaN,NaN,NaN,293.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.41,NaN,274.1,379.18,403.5,306.54,NaN,NaN,352.12,682.41,NaN,327.41,NaN,NaN,330.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,314.01,311.56,266.69,NaN,NaN,378.34,299.07,NaN,357.63,1169.7,384.85,303.47,1690.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,281.19,NaN,NaN,NaN,NaN,242.88,405.21,NaN,NaN,353.39,327.85,334.77,1536.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,203.34,173.9,NaN,NaN,157.49,124.6,764.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.02,101.99,114.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197.12,93.488,66.012,NaN,65.052,65.18,NaN,NaN,66.44,78.738,70.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.839,74.361,80.694,92.598,106.99,105.35,85.426,157.58,188.73,134.12,112.02,165.73,162.25,102.63,124.1,221.7,192.45,67.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.329,87.169,57.48,127.6,341,137.43,61.758,324.5,548.58,383.28,281.63,318.9,225.91,222.06,484.85,492.2,100.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,324.9,NaN,NaN,58.788,177.85,59.562,NaN,191.3,362.67,374.85,479.14,310.34,94.704,70.765,368.49,73.708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,141.23,472.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103.4,492.6,324.25,80.289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,358.23,81.797,NaN,147.61,125.55,237.6,127.33,115.46,102.98,412.24,290.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
